player_name,year,target_points,datapoints,points,passing_attempts,passing_completions,passing_yards,passing_touchdowns,passing_interceptions,passing_two_points,rushing_attempts,rushing_yards,rushing_touchdowns,rushing_two_points,receiving_receptions,receiving_yards,receiving_touchdowns,receiving_two_points,fumble_fumbles,fumble_touchdowns
Stephen Hill,2013,,7,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2857142857142856,48.57142857142857,0.14285714285714285,0.0,0.14285714285714285,0.0
Alshon Jeffery,2010,,0,,,,,,,,,,,,,,,,,
Alshon Jeffery,2011,6.375,0,,,,,,,,,,,,,,,,,
Alshon Jeffery,2012,11.6875,8,6.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.875,45.0,0.375,0.0,0.0,0.0
Alshon Jeffery,2013,11.133333333333333,16,11.6875,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.5625,0.0,0.0,5.5625,88.8125,0.4375,0.0625,0.0625,0.0
Aldrick Robinson,2010,,0,,,,,,,,,,,,,,,,,
Aldrick Robinson,2011,5.714285714285714,0,,,,,,,,,,,,,,,,,
Aldrick Robinson,2012,6.428571428571429,7,5.714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,2.0,0.0,0.0,1.4285714285714286,33.0,0.42857142857142855,0.0,0.0,0.0
Aldrick Robinson,2013,,7,6.428571428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,-1.8571428571428572,0.0,0.0,2.4285714285714284,51.57142857142857,0.2857142857142857,0.0,0.0,0.0
Rod Streater,2010,,0,,,,,,,,,,,,,,,,,
Rod Streater,2011,5.461538461538462,0,,,,,,,,,,,,,,,,,
Rod Streater,2012,7.5,13,5.461538461538462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.923076923076923,44.23076923076923,0.23076923076923078,0.07692307692307693,0.07692307692307693,0.0
Rod Streater,2013,6.5,14,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,1.2142857142857142,0.0,0.0,4.142857142857143,62.857142857142854,0.2857142857142857,0.0,0.07142857142857142,0.0
Justin Blackmon,2010,,0,,,,,,,,,,,,,,,,,
Justin Blackmon,2011,9.333333333333334,0,,,,,,,,,,,,,,,,,
Justin Blackmon,2012,11.5,12,9.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,1.9166666666666667,0.0,0.0,5.083333333333333,70.16666666666667,0.4166666666666667,0.08333333333333333,0.0,0.0
Justin Blackmon,2013,,4,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.25,-0.25,0.0,0.0,7.25,103.75,0.25,0.0,0.0,0.0
Travis Benjamin,2010,,0,,,,,,,,,,,,,,,,,
Travis Benjamin,2011,4.1,0,,,,,,,,,,,,,,,,,
Travis Benjamin,2012,3.25,10,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.5,6.5,0.0,0.0,1.7,29.2,0.2,0.0,0.1,0.0
Travis Benjamin,2013,5.625,4,3.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,11.25,0.0,0.0,1.25,26.25,0.0,0.0,0.0,0.0
Kendall Wright,2010,,0,,,,,,,,,,,,,,,,,
Kendall Wright,2011,5.2,0,,,,,,,,,,,,,,,,,
Kendall Wright,2012,7.0625,15,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.26666666666666666,0.0,0.0,4.266666666666667,41.733333333333334,0.26666666666666666,0.0,0.06666666666666667,0.0
Kendall Wright,2013,8.076923076923077,16,7.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.875,67.4375,0.125,0.0,0.0,0.0
Josh Gordon,2010,,0,,,,,,,,,,,,,,,,,
Josh Gordon,2011,7.214285714285714,0,,,,,,,,,,,,,,,,,
Josh Gordon,2012,15.785714285714286,14,7.214285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4285714285714284,56.642857142857146,0.35714285714285715,0.0,0.07142857142857142,0.0
Josh Gordon,2013,5.6,14,15.785714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.35714285714285715,6.285714285714286,0.0,0.0,6.214285714285714,117.57142857142857,0.6428571428571429,0.0,0.0,0.0
Deonte Thompson,2010,,0,,,,,,,,,,,,,,,,,
Deonte Thompson,2011,2.0,0,,,,,,,,,,,,,,,,,
Deonte Thompson,2012,2.25,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,25.5,0.0,0.0,0.0,0.0
Deonte Thompson,2013,,4,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,24.0,0.0,0.0,0.0,0.0
Armon Binns,2010,,0,,,,,,,,,,,,,,,,,
Armon Binns,2011,4.285714285714286,0,,,,,,,,,,,,,,,,,
Armon Binns,2012,,7,4.285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4285714285714284,39.57142857142857,0.14285714285714285,0.0,0.14285714285714285,0.0
Armon Binns,2013,,0,,,,,,,,,,,,,,,,,
Kris Adams,2010,,0,,,,,,,,,,,,,,,,,
Kris Adams,2011,2.0,0,,,,,,,,,,,,,,,,,
Kris Adams,2012,,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,26.0,0.0,0.0,0.0,0.0
Kris Adams,2013,,0,,,,,,,,,,,,,,,,,
Darius Reynaud,2010,,0,,,,,,,,,,,,,,,,,
Darius Reynaud,2011,1.0,0,,,,,,,,,,,,,,,,,
