player_name,year,target_points,datapoints,points,preseason_rank,passing_attempts,passing_completions,passing_yards,passing_touchdowns,passing_interceptions,passing_two_points,rushing_attempts,rushing_yards,rushing_touchdowns,rushing_two_points,receiving_receptions,receiving_yards,receiving_touchdowns,receiving_two_points,fumble_fumbles,fumble_touchdowns,pat_attempts,pat_made,fg_attempts,fg_made,fifty_yd_fg_made,defensive_sacks,defensive_interceptions,defensive_safeties,defensive_fumble_recoveries,defensive_blocked_kicks,defensive_touchdowns,defensive_points_against,defensive_passing_yards_allowed,defensive_rushing_yards_allowed,defensive_total_yards_allowed
Donald Lee,2011,,3,3.0,83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3333333333333335,34.666666666666664,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Donald Lee,2012,,0,,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Donald Lee,2013,,0,,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jared Cook,2010,6.538461538461538,8,4.625,132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.375,43.375,0.125,0.0,0.0,0.0,,,,,,,,,,,,,,,
Jared Cook,2011,5.833333333333333,13,6.538461538461538,114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6923076923076925,57.84615384615385,0.23076923076923078,0.0,0.15384615384615385,0.0,,,,,,,,,,,,,,,
Jared Cook,2012,5.933333333333334,12,5.833333333333333,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,43.083333333333336,0.3333333333333333,0.0,0.0,0.0,,,,,,,,,,,,,,,
Jared Cook,2013,5.0,15,5.933333333333334,110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335,44.2,0.3333333333333333,0.0,0.06666666666666667,0.0,,,,,,,,,,,,,,,
Kris Wilson,2010,,2,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,27.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Kris Wilson,2011,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kris Wilson,2012,,0,,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kris Wilson,2013,,0,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robert Royal,2010,,3,3.3333333333333335,102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,18.666666666666668,0.3333333333333333,0.0,0.0,0.0,,,,,,,,,,,,,,,
Robert Royal,2011,,0,,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robert Royal,2012,,0,,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robert Royal,2013,,0,,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leonard Pope,2010,3.0,7,2.7142857142857144,115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2857142857142858,11.142857142857142,0.2857142857142857,0.0,0.0,0.0,,,,,,,,,,,,,,,
Leonard Pope,2011,6.0,8,3.0,83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.125,26.0,0.125,0.0,0.0,0.0,,,,,,,,,,,,,,,
Leonard Pope,2012,,2,6.0,135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Leonard Pope,2013,,0,,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Gilmore,2010,6.0,6,3.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,22.833333333333332,0.16666666666666666,0.0,0.0,0.0,,,,,,,,,,,,,,,
John Gilmore,2011,,1,6.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
John Gilmore,2012,,0,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Gilmore,2013,,0,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tom Crabtree,2010,3.5,2,2.5,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,27.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Tom Crabtree,2011,7.2,2,3.5,131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,10.0,0.5,0.0,0.0,0.0,,,,,,,,,,,,,,,
Tom Crabtree,2012,3.5,5,7.2,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,39.4,0.6,0.0,0.0,0.0,,,,,,,,,,,,,,,
Tom Crabtree,2013,,2,3.5,228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.5,0.0,0.0,0.0,,,,,,,,,,,,,,,
Bear Pascoe,2010,1.4285714285714286,4,1.5,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,15.5,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Bear Pascoe,2011,3.5,7,1.4285714285714286,92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5714285714285714,18.428571428571427,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Bear Pascoe,2012,1.0,2,3.5,142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.5,0.0,0.0,0.0,,,,,,,,,,,,,,,
Bear Pascoe,2013,6.0,5,1.0,155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,12.6,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Chris Baker,2010,,4,3.5,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,23.75,0.25,0.0,0.0,0.0,,,,,,,,,,,,,,,
Chris Baker,2011,,0,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Baker,2012,,0,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Baker,2013,,0,,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zach Potter,2010,2.0,2,1.0,88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,12.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
